No,Date,Year,Language Group,Speech/Event,Interaction Type,Field Domain,Field,Tenor,Mode,Opening Evidence,Word Count,File Path
128,2025-06-25,2025,English,St. Petersburg International Economic Forum (SPIEF ’25) di ExpoForum Convention and Exhibition Centre,Ceremonial / policy address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.","Participants—President and business, investment, or financial stakeholders; relationship—state leader addressing expert/economic elites; social proximity—professional and relatively distant.","Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—English; genre—prepared presidential speech/address.","Your Excellency President Vladimir Putin, President of the Russian Federation; Your Excellency Prince Nasser bin Hamad Al Khalifa, National Security Advisor to the King of Bahrain; Your Excellency Paul Mashatile, Vice P...",1860,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/128 - President Speech - 2025-06-25 - St. Petersburg International Economic Forum (SPIEF ’25) di ExpoForum Convention and Exhibition Centre.txt
129,2025-06-26,2025,Bahasa Indonesia,Peresmian Kawasan Ekonomi Khusus (KEK) Sanur dan Bali International Hospital,Ceremonial / policy address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Om swastiastu, Assalamualaikum warahmatullahi wabarakatuh, Selamat sore, Salam sejahtera bagi kita semua, Syalom, Salve, Namo Buddhaya, Salam Kebajikan. Yang saya hormati, para Menteri dan para Wakil Menteri Kabinet Mer...",1305,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/129 - President Speech - 2025-06-26 - Peresmian Kawasan Ekonomi Khusus (KEK) Sanur dan Bali International Hospital.txt
130,2025-06-26,2025,Bahasa Indonesia,"Peresmian Ngoerah Sun Wellness and Aesthetic Center (NSWAC) di RSUP Prof. dr. I.G.N.G Ngoerah, Kota",Ceremonial / policy address,Health and public service,"Healthcare, hospitals, public health, social protection, or public services; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati, Menteri Kesehatan, Saudara Budi Gunadi Sad...",267,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/130 - President Speech - 2025-06-26 - Peresmian Ngoerah Sun Wellness and Aesthetic Center (NSWAC) di RSUP Prof. dr. I.G.N.G Ngoerah, Kota.txt"
131,2025-06-26,2025,Bahasa Indonesia,"Peresmian Pengoperasian dan Pembangunan Energi Terbarukan di 15 Provinsi, Peningkatan Produksi Minyak 30",Ceremonial / policy address,"Infrastructure, energy, and natural resources","Infrastructure delivery, energy transition, mining, plantations, oil, roads, or public works; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound via mediated broadcast; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamualaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan. Yang saya hormati dan yang saya bang...",3793,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/131 - President Speech - 2025-06-26 - Peresmian Pengoperasian dan Pembangunan Energi Terbarukan di 15 Provinsi, Peningkatan Produksi Minyak 30.txt"
132,2025-07-01,2025,Bahasa Indonesia,"Upacara Peringatan ke-79 Hari Bhayangkara di Pelataran Merdeka, Monas, Provinsi DKI Jakarta Selasa, 1",Ceremonial / policy address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh. Selamat Pagi, Salam Sejahtera bagi kita semua, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati, Wakil Presiden Repub...",1153,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/132 - President Speech - 2025-07-01 - Upacara Peringatan ke-79 Hari Bhayangkara di Pelataran Merdeka, Monas, Provinsi DKI Jakarta Selasa, 1.txt"
133,2025-07-10,2025,English,Presiden Brasil,Diplomatic exchange / joint statement,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—diplomatic exchange / joint statement; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.",Language role—primary/ceremonial and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—English; genre—diplomatic address or joint statement.,"His excellency President Luiz Inácio Lula da Silva, President of the Federative Republic of Brazil; Distinguished Ministers and senior officials of both countries; Distinguished members of the media; Ladies and gentleme...",1067,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/133 - President Speech - 2025-07-10 - Presiden Brasil.txt
134,2025-07-13,2025,English,Pertemuan Bilateral dengan Presiden Dewan Eropa,Diplomatic exchange / joint statement,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—diplomatic exchange / joint statement; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.",Language role—primary/ceremonial and persuasive; channel—voice/sound; medium—spoken transcript; register—formal to semi-formal; language—English; genre—diplomatic address or joint statement.,"Thank you very much for receiving us today. Again, I apologize, you are receiving me on a Sunday. So, this I think, it is very out of the ordinary. I really very appreciate the sacrifice that you made and this, I think...",555,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/134 - President Speech - 2025-07-13 - Pertemuan Bilateral dengan Presiden Dewan Eropa.txt
135,2025-07-13,2025,English,"Presiden Komisi Eropa di Brussel, Belgia Minggu, 13 Juli 2025",Diplomatic exchange / joint statement,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—diplomatic exchange / joint statement; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.",Language role—primary/ceremonial and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—English; genre—diplomatic address or joint statement.,"Thank you, Your Excellency. Madam President Ursula von der Leyen, President of the European Commission; Distinguished delegates; Ladies and gentlemen. First of all, it is a great honor for me to be here, to be received...",434,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/135 - President Speech - 2025-07-13 - Presiden Komisi Eropa di Brussel, Belgia Minggu, 13 Juli 2025.txt"
136,2025-07-17,2025,Bahasa Indonesia,Setelah Melaksanakan Kunjungan Kerja ke Sejumlah Negara,Press statement / media Q&A,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Terima kasih, rekan-rekan sekalian. Alhamdulillah, saya tiba kembali di tanah air setelah lumayan ya, kalau tidak salah, 15 hari saya pergi, cukup lama. Dan, tapi alhamduli...",872,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/136 - President Speech - 2025-07-17 - Setelah Melaksanakan Kunjungan Kerja ke Sejumlah Negara.txt
137,2025-07-20,2025,Bahasa Indonesia,"Setelah Kunjungan ke Kediaman Presiden ke-7 Republik Indonesia di Kelurahan Sumber, Kota Surakarta",Press statement / media Q&A,General presidential communication,"State leadership, public accountability, and national direction; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Wartawan Tadi ngapain aja, Pak, di dalam? Presiden Republik Indonesia (Prabowo Subianto) Saya cerita baru keliling dari luar negeri. Ya, beliau juga mengikuti rupanya ya. Ya, saya ceritakan terobosan-terobosan yang kita...",547,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/137 - President Speech - 2025-07-20 - Setelah Kunjungan ke Kediaman Presiden ke-7 Republik Indonesia di Kelurahan Sumber, Kota Surakarta.txt"
138,2025-07-29,2025,Bahasa Indonesia,Perdana Menteri Malaysia Anwar Ibrahim dalam Pertemuan Tete-a-Tete,Press statement / media Q&A,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Terima kasih Dato’ Seri, kita berjumpa lagi. Dalam satu bulan sudah dua kali, ya, terima kasih. Pertama, saya ingin mengucapkan selamat, tahniah, atas kepemimpinan (leaders...",224,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/138 - President Speech - 2025-07-29 - Perdana Menteri Malaysia Anwar Ibrahim dalam Pertemuan Tete-a-Tete.txt
139,2025-08-15,2025,Bahasa Indonesia,Penyampaian Keterangan Pemerintah Atas Rancangan Undang-Undang Tentang Anggaran Pendapatan Dan Belanja,Presidential address,"Economy, investment, and business","Investment promotion, banking, business confidence, trade, finance, or industrial growth; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim, Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Shalom, Salve, Om Swastiastu, Namo Buddhaya, Salam Kebajikan, Rahayu, Rahayu, Yang saya hormati S...",3642,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/139 - President Speech - 2025-08-15 - Penyampaian Keterangan Pemerintah Atas Rancangan Undang-Undang Tentang Anggaran Pendapatan Dan Belanja.txt
140,2025-08-15,2025,Bahasa Indonesia,Sidang Tahunan Majelis Permusyawaratan Rakyat Republik Indonesia dan Sidang Bersama Dewan Perwakilan,Presidential address,General presidential communication,"State leadership, public accountability, and national direction; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound via mediated broadcast; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat pagi, Salam sejahtera bagi kita semua, Om Swastyastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati, Wakil Presiden Republik Indonesia,...",2525,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/140 - President Speech - 2025-08-15 - Sidang Tahunan Majelis Permusyawaratan Rakyat Republik Indonesia dan Sidang Bersama Dewan Perwakilan.txt
141,2025-08-29,2025,Bahasa Indonesia,"Peristiwa Demonstrasi dan Wafatnya Pengemudi Ojol di Hambalang, Kabupaten Bogor, Provinsi Jawa Barat",Presidential address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya. Saudara-saudara sekalian, Saya telah mengikuti perkembangan beberap...",374,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/141 - President Speech - 2025-08-29 - Peristiwa Demonstrasi dan Wafatnya Pengemudi Ojol di Hambalang, Kabupaten Bogor, Provinsi Jawa Barat.txt"
142,2025-09-08,2025,English,"BRICS Leaders Virtual Meeting (melalui Video Conference) di Kertanegara, Kota Administrasi Jakarta",Ceremonial / policy address,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.","Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound via mediated broadcast; medium—spoken transcript; register—formal; language—English; genre—prepared presidential speech/address.",Distinguished Leaders of BRICS. It is indeed a great honor for me to join this very important meeting. Indonesia considers BRICS to be a very strong pillar of stability and hope in the current international geopolitical...,257,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/English/142 - President Speech - 2025-09-08 - BRICS Leaders Virtual Meeting (melalui Video Conference) di Kertanegara, Kota Administrasi Jakarta.txt"
143,2025-09-12,2025,Bahasa Indonesia,"Setelah Peninjauan SRMA 10 Margaguna, Jakarta Selatan di SRMA 10 Margaguna, Kota Administrasi Jakarta",Press statement / media Q&A,Education and human-capital development,"Schools, universities, teachers, students, defence education, or human-resource development; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Salah satu Sekolah Rakyat, hari ini sudah 100 [Sekolah Rakyat] yang beroperasi. Saya dapat laporan akhir September, dua minggu lagi, tiga minggu lagi, akan jadi 165 Sekolah...",996,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/143 - President Speech - 2025-09-12 - Setelah Peninjauan SRMA 10 Margaguna, Jakarta Selatan di SRMA 10 Margaguna, Kota Administrasi Jakarta.txt"
144,2025-09-25,2025,Bahasa Indonesia,"Setelah Menghadiri Sidang Majelis Umum ke-80 Perserikatan Bangsa-Bangsa di New York, Amerika Serikat",Press statement / media Q&A,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Wartawan Pak, berpidato di panggung PBB untuk pertama kalinya, Bapak memaknainya seperti apa setelah 10 tahun? Presiden Republik Indonesia (Prabowo Subianto) Saya kira ini suatu kehormatan, saya bisa bicara termasuk dik...",186,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/144 - President Speech - 2025-09-25 - Setelah Menghadiri Sidang Majelis Umum ke-80 Perserikatan Bangsa-Bangsa di New York, Amerika Serikat.txt"
145,2025-09-25,2025,Bahasa Indonesia,Setelah Penganugerahan Gelar Tanda Kehormatan Bintang Jasa Utama Kepada Bill Gates,Press statement / media Q&A,Health and public service,"Healthcare, hospitals, public health, social protection, or public services; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Wartawan Pak Presiden, bagaimana hasil pertemuan dengan Bill Gates, Pak? Presiden Republik Indonesia (Prabowo Subianto) Ya, dengan Bill Gates, sangat positif. Beliau sangat besar perhatian kepada Indonesia, banyak bantu...",132,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/145 - President Speech - 2025-09-25 - Setelah Penganugerahan Gelar Tanda Kehormatan Bintang Jasa Utama Kepada Bill Gates.txt
146,2025-09-30,2025,Bahasa Indonesia,Saat Tiba di Tanah Air Usai Lawatan Luar Negeri,Press statement / media Q&A,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Iya, terima kasih. Alhamdulillah perjalanan cukup lama, tapi saya kira bermanfaat, produktif. Kita dapat sambutan yang baik di mana-mana dan alhamdulillah pertemuan-pertemu...",414,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/146 - President Speech - 2025-09-30 - Saat Tiba di Tanah Air Usai Lawatan Luar Negeri.txt
147,2025-10-01,2025,Bahasa Indonesia,Akad Massal 26 Ribu Kredit Pemilikan Rumah Fasilitas Likuiditas Pembiayaan Perumahan dan Serah Terima,Presidential address,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—presidential address; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.","Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat sore, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati Menteri Perumahan...",2522,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/147 - President Speech - 2025-10-01 - Akad Massal 26 Ribu Kredit Pemilikan Rumah Fasilitas Likuiditas Pembiayaan Perumahan dan Serah Terima.txt
148,2025-10-08,2025,Bahasa Indonesia,Amanat Presiden Republik Indonesia pada Upacara Peringatan Hari Ulang Tahun ke-80 Tentara Nasional,Ceremonial / policy address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat pagi, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati Wakil Presiden Rep...",997,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/148 - President Speech - 2025-10-08 - Amanat Presiden Republik Indonesia pada Upacara Peringatan Hari Ulang Tahun ke-80 Tentara Nasional.txt
149,2025-10-08,2025,Bahasa Indonesia,Penganugerahan Tanda Kehormatan Bintang Yudha Dharma Pratama dan Samkaryanugraha dalam Acara,Ceremonial / policy address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Assalamualaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Saudara-saudara sekalian, Hari ini kita menyampaikan beberapa penghargaan kepad...",211,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/149 - President Speech - 2025-10-08 - Penganugerahan Tanda Kehormatan Bintang Yudha Dharma Pratama dan Samkaryanugraha dalam Acara.txt
150,2025-10-08,2025,Bahasa Indonesia,"Setelah Menyaksikan Penyerahan Aset Rampasan Negara dari Tambang Ilegal Kepada PT Timah, Tbk di Smelter",Ceremonial / policy address,"Infrastructure, energy, and natural resources","Infrastructure delivery, energy transition, mining, plantations, oil, roads, or public works; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Saudara-saudara sekalian, Rekan-rekan media yang saya hormati. Pagi hari ini saya ke Bangka, tadi bersama-sama kita menyaksikan penyerahan rampasan negara dari perusahaan-perusahaan swasta yang melaksanakan pelanggaran...",270,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/150 - President Speech - 2025-10-08 - Setelah Menyaksikan Penyerahan Aset Rampasan Negara dari Tambang Ilegal Kepada PT Timah, Tbk di Smelter.txt"
151,2025-10-15,2025,Bahasa Indonesia,Saat Tiba di Tanah Air usai Hadiri KTT Perdamaian dan Penghentian Perang Gaza,Ceremonial / policy address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal to semi-formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Terima kasih, Saudara-saudara. Saya baru saja tiba dari Mesir, Sharm El-Sheikh, di situ kita kumpul. Saya kira banyak tokoh dari banyak negara menyaksikan tanda tangan pokok-pokok persetujuan rencana gencatan senjata ya...",262,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/151 - President Speech - 2025-10-15 - Saat Tiba di Tanah Air usai Hadiri KTT Perdamaian dan Penghentian Perang Gaza.txt
152,2025-10-18,2025,Bahasa Indonesia,Setelah Menghadiri Sidang Senat Terbuka dan Dies Natalis Universitas Kebangsaan Republik Indonesia,Press statement / media Q&A,Education and human-capital development,"Schools, universities, teachers, students, defence education, or human-resource development; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Saya hari ini hadir di wisudanya UKRI. Kita hari ini wisuda berapa? 521 sarjana. Dan, UKRI berkembang pesat ya. Sekarang sudah tujuh fakultas ya tujuh, 15 prodi, sangat pes...",62,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/152 - President Speech - 2025-10-18 - Setelah Menghadiri Sidang Senat Terbuka dan Dies Natalis Universitas Kebangsaan Republik Indonesia.txt
153,2025-10-20,2025,Bahasa Indonesia,Penyerahan Uang Pengganti Kerugian Negara Rp13.255244.538.149 dalam Perkara Tindak Pidana Korupsi,Ceremonial / policy address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati dan saya banggaka...",1206,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/153 - President Speech - 2025-10-20 - Penyerahan Uang Pengganti Kerugian Negara Rp13.255244.538.149 dalam Perkara Tindak Pidana Korupsi.txt
